date,close,EMA_12,EMA_26,MACD,Signal,MACD_Histogram,Buy_Signal,Sell_Signal
2025-06-04 09:10:00,334.0,334.0,334.0,0.0,0.0,0.0,False,False
2025-06-04 09:20:00,329.4,333.29230769230765,333.6592592592592,-0.3669515669515704,-0.07339031339031409,-0.2935612535612563,False,True
2025-06-04 09:30:00,329.85,332.76272189349106,333.3770919067215,-0.6143700132304275,-0.18158625335833678,-0.4327837598720907,False,False
2025-06-04 09:40:00,327.9,332.01461083295396,332.9713813951125,-0.9567705621585105,-0.3366231151183715,-0.620147447040139,False,False
2025-06-04 09:50:00,328.05,331.4046707048072,332.60683462510417,-1.2021639202969823,-0.5097312761540936,-0.6924326441428886,False,False
2025-06-04 10:00:00,327.55,330.8116444425292,332.23225428250385,-1.4206098399746452,-0.691906988918204,-0.7287028510564412,False,False
2025-06-04 10:10:00,327.55,330.3098529898324,331.88542063194797,-1.5755676421155727,-0.8686391195576778,-0.7069285225578948,False,False
2025-06-04 10:20:00,327.75,329.9160294529351,331.5790931777296,-1.6630637247944833,-1.027524040605039,-0.6355396841894443,False,False
2025-06-04 10:30:00,328.2,329.6520249217143,331.3287899793793,-1.6767650576649658,-1.1573722440170244,-0.5193928136479413,False,False
2025-06-04 10:40:00,328.6,329.4901749337583,331.12665738831413,-1.6364824545558463,-1.253194286124789,-0.3832881684310574,False,False
2025-06-04 10:50:00,329.4,329.4763018670262,330.9987568410316,-1.5224549740053703,-1.3070464237009052,-0.21540855030446515,False,False
2025-06-04 11:00:00,328.8,329.3722554259453,330.83588596391814,-1.463630537972847,-1.3383632465552937,-0.12526729141755322,False,False
2025-06-04 11:10:00,329.4,329.3765238219537,330.72952404066496,-1.3530002187112586,-1.3412906409864869,-0.01170957772477177,False,False
2025-06-04 11:20:00,330.4,329.5339816954993,330.70511485246755,-1.171133156968267,-1.307259144182843,0.13612598721457592,True,False
2025-06-04 11:30:00,330.75,329.7210614346533,330.7084396782107,-0.9873782435574299,-1.2432829640577603,0.2559047205003304,False,False
2025-06-04 11:40:00,330.9,329.90243659855275,330.7226293316766,-0.8201927331238608,-1.1586649178709805,0.3384721847471197,False,False
2025-06-04 11:50:00,330.4,329.97898481416,330.6987308626635,-0.7197460485035094,-1.0708811439974864,0.3511350954939769,False,False
2025-06-04 12:00:00,330.3,330.0283717658277,330.66919524320696,-0.6408234773792287,-0.9848696106738348,0.3440461332946061,False,False
2025-06-04 12:10:00,330.05,330.0316991864696,330.6233289288954,-0.5916297424257664,-0.9062216370242212,0.3145918945984548,False,False
2025-06-04 12:20:00,330.7,330.1345146962435,330.6290082674957,-0.4944935712521783,-0.8238760238698126,0.3293824526176343,False,False
2025-06-04 12:30:00,330.9,330.25228166605217,330.6490817291627,-0.3968000631105042,-0.7384608317179511,0.3416607686074469,False,False
2025-06-04 12:40:00,330.5,330.29039217896724,330.6380386381136,-0.34764645914634684,-0.6602979572036303,0.31265149805728343,False,False
2025-06-04 12:50:00,330.7,330.35340876681846,330.64262836862366,-0.28921960180520045,-0.5860822861239444,0.29686268431874396,False,False
2025-06-04 13:00:00,331.45,330.52211511038485,330.7024336746515,-0.18031856426665627,-0.5049295417524868,0.32461097748583057,False,False
2025-06-04 13:10:00,331.6,330.687943554941,330.76892006912175,-0.08097651418074747,-0.42013893623813897,0.3391624220573915,False,False
2025-06-04 13:20:00,331.55,330.8205676234116,330.8267778417794,-0.006210218367812104,-0.3373531926640736,0.3311429742962615,False,False
2025-06-04 13:30:00,331.2,330.8789418351944,330.8544239275735,0.02451790762086148,-0.2649789726070866,0.28949688022794806,False,False
2025-06-04 13:40:00,331.3,330.94372001439524,330.88742956256806,0.05629045182718073,-0.20072508772023312,0.25701553954741385,False,False
2025-06-04 13:50:00,331.7,331.06007078141135,330.9476199653408,0.11245081607057728,-0.13808990696207105,0.2505407230326483,False,False
2025-06-04 14:00:00,331.35,331.1046752765788,330.97742589383404,0.12724938274476472,-0.0850220490207039,0.21227143176546862,False,False
2025-06-04 14:10:00,331.45,331.15780215710515,331.01243138317966,0.14537077392549236,-0.03894348443146464,0.184314258356957,False,False
2025-06-04 14:20:00,331.1,331.1489095175505,331.0189179473886,0.12999157016190566,-0.0051564735127905825,0.13514804367469624,False,False
2025-06-04 14:30:00,331.1,331.1413849763889,331.02492402535984,0.11646095102906884,0.0191670113955813,0.09729393963348754,False,False
2025-06-04 14:40:00,330.45,331.03501805694447,330.9823370605184,0.05268099642609059,0.02586980840168316,0.026811188024407427,False,False
2025-06-04 14:50:00,331.15,331.0527075866453,330.99475653751705,0.0579510491282349,0.032286056546993507,0.025664992581241393,False,False
2025-06-04 15:00:00,329.6,330.82921411177676,330.8914412384417,-0.06222712666493635,0.013383419904607537,-0.07561054656954388,False,True
2025-06-04 15:10:00,331.05,330.8631811715034,330.9031863318905,-0.04000516038706792,0.0027057038462724465,-0.04271086423334036,False,False
2025-06-04 15:20:00,330.9,330.8688456066567,330.902950307306,-0.034104700649322695,-0.004656377052846583,-0.02944832359647611,False,False
2025-06-05 09:10:00,335.2,331.53517705178643,331.2212502845426,0.3139267672438564,0.059060251806494005,0.2548665154373624,True,False
2025-06-05 09:20:00,334.3,331.96053442843464,331.4493058190209,0.511228609413763,0.1494939233279478,0.3617346860858152,False,False
2025-06-05 09:30:00,335.55,332.51275990098316,331.75306094353783,0.7596989574453232,0.27153493015142294,0.4881640272939003,False,False
2025-06-05 09:40:00,334.25,332.78002760852416,331.9380193921646,0.8420082163595453,0.3856295873930474,0.45637862896649783,False,False
2025-06-05 09:50:00,333.0,332.81386951490504,332.01668462237467,0.7971848925303675,0.4679406484205115,0.32924424410985603,False,False
2025-06-05 10:00:00,332.0,332.6886588203043,332.015448724421,0.6732100958832916,0.5089945379130675,0.16421555797022414,False,False
2025-06-05 10:10:00,331.2,332.4596343864113,331.9550451152046,0.5045892712067257,0.5081134845717992,-0.0035242133650734697,False,True
2025-06-05 10:20:00,331.7,332.34276755773266,331.9361528844487,0.4066146732839684,0.48781372231423303,-0.08119904903026465,False,False
2025-06-05 10:30:00,331.8,332.25926485654304,331.92606748560064,0.33319737094240054,0.45689045203986656,-0.12369308109746602,False,False
2025-06-05 10:40:00,331.95,332.21168564784415,331.9278402644451,0.2838453833990684,0.42228143831170695,-0.13843605491263855,False,False
2025-06-05 10:50:00,330.9,332.0098878558681,331.85170394856027,0.15818390730782994,0.3694619321109316,-0.21127802480310165,False,False
2025-06-05 11:00:00,331.1,331.86990510881145,331.79602217459285,0.07388293421860226,0.31034613253246573,-0.23646319831386348,False,False
2025-06-05 11:10:00,331.0,331.7360735536097,331.7370575690675,-0.0009840154577887006,0.24808010293441488,-0.24906411839220358,False,False
2025-06-05 11:20:00,331.4,331.68436992997744,331.71209034172915,-0.0277204117517158,0.19291999999718876,-0.22064041174890456,False,False
2025-06-05 11:30:00,331.8,331.7021591715194,331.71860216826775,-0.016442996748367023,0.15104740064807762,-0.16749039739644464,False,False
2025-06-05 11:40:00,331.5,331.6710577605164,331.70240941506273,-0.03135165454631306,0.11456758960919948,-0.14591924415551255,False,False
2025-06-05 11:50:00,331.55,331.6524334896677,331.69111982876177,-0.038686339094056166,0.08391680386854836,-0.12260314296260452,False,False
2025-06-05 12:00:00,332.0,331.70590526048807,331.7139998414461,-0.00809458095801574,0.06551452690323555,-0.07360910786125129,False,False
2025-06-05 12:10:00,331.4,331.6588429127207,331.69074059393154,-0.03189768121086445,0.046032085280415545,-0.07792976649128,False,False
2025-06-05 12:20:00,331.15,331.5805593876867,331.65068573512184,-0.0701263474351208,0.022800398737308276,-0.09292674617242908,False,False
2025-06-05 12:30:00,331.75,331.60662717419643,331.658042347335,-0.05141517313859367,0.007957284362127889,-0.059372457500721565,False,False
2025-06-05 12:40:00,332.05,331.6748383781662,331.68707624753245,-0.01223786936623128,0.003918253616456055,-0.016156122982687336,False,False
2025-06-05 12:50:00,331.5,331.64794016614064,331.6732187477152,-0.025278581574582404,-0.001921113421751637,-0.023357468152830768,False,False
2025-06-05 13:00:00,331.05,331.55594937134975,331.62705439603263,-0.07110502468287905,-0.01575789567397712,-0.05534712900890193,False,False
2025-06-05 13:10:00,330.7,331.4242648526806,331.5583837000302,-0.13411884734961177,-0.039430086009104054,-0.09468876134050772,False,False
2025-06-05 13:20:00,330.0,331.2051471830374,331.44294787039837,-0.23780068736095927,-0.07910420627947509,-0.15869648108148418,False,False
2025-06-05 13:30:00,329.65,330.9658937702624,331.31013691703555,-0.34424314677312395,-0.1321319943782049,-0.21211115239491907,False,False
2025-06-05 13:40:00,329.0,330.66344857483745,331.13901566392184,-0.47556708908439305,-0.20081901331944252,-0.27474807576495053,False,False
2025-06-05 13:50:00,328.9,330.39214879409326,330.9731626517795,-0.58101385768623,-0.2768579821928,-0.30415587549343004,False,False
2025-06-05 14:00:00,328.8,330.1472028257712,330.8121876405366,-0.6649848147653756,-0.3544833487073151,-0.3105014660580605,False,False
2025-06-05 14:10:00,329.65,330.07071008334486,330.7260996671635,-0.6553895838186463,-0.41466459572958136,-0.24072498808906495,False,False
2025-06-05 14:20:00,328.7,329.8598316089841,330.5760182103366,-0.71618660135249,-0.4749689968541631,-0.2412176044983269,False,False
2025-06-05 14:30:00,327.8,329.54293443837116,330.37038723179313,-0.8274527934219691,-0.5454657561677243,-0.2819870372542448,False,False
2025-06-05 14:40:00,328.0,329.305559909391,330.19480299240104,-0.8892430830100579,-0.6142212215361911,-0.27502186147386687,False,False
2025-06-05 14:50:00,328.0,329.10470453871545,330.03222499296396,-0.9275204542485085,-0.6768810680786546,-0.25063938616985393,False,False
2025-06-05 15:00:00,327.1,328.7962884558362,329.81502314163333,-1.018734685797142,-0.745251791622352,-0.27348289417479,False,False
2025-06-05 15:10:00,327.15,328.5430133087845,329.6176140200309,-1.0746007112463758,-0.8111215755471568,-0.263479135699219,False,False
2025-06-05 15:20:00,328.0,328.45947279974075,329.49779075928785,-1.0383179595471006,-0.8565608523471455,-0.18175710719995508,False,False
