buy_date,sell_date,buy_price,sell_price,profit,return_pct
6865,6866,251.3,251.15,-15.000000000000568,-0.059689614007165014
6869,6876,251.4,251.1,-30.000000000001137,-0.11933174224344127
6882,6886,251.4,251.0,-40.00000000000057,-0.15910898965791792
6888,6889,251.5,251.05,-44.99999999999886,-0.17892644135188415
6913,6932,250.75,250.65,-9.999999999999432,-0.03988035892322804
6933,6949,250.95,251.0,5.000000000001137,0.019924287706719016
6956,6962,251.5,251.2,-30.000000000001137,-0.11928429423459697
6978,6984,251.15,250.6,-55.00000000000114,-0.2189926338841375
7004,7014,249.55,249.2,-35.000000000002274,-0.14025245441796141
7018,7019,249.7,249.1,-59.99999999999943,-0.240288346015216
7025,7032,249.6,248.85,-75.0,-0.3004807692307693
7052,7075,246.35,247.7,134.99999999999943,0.5480008118530523
7097,7125,246.1,242.05,-404.9999999999983,-1.645672490857368
7141,7169,238.05,237.5,-55.00000000000114,-0.2310438983406895
7177,7208,238.3,239.05,75.0,0.3147293327738145
7231,7256,238.45,239.55,110.00000000000227,0.46131264416021084
7257,7267,239.95,240.8,85.00000000000227,0.3542404667639186
7285,7292,240.75,240.25,-50.0,-0.20768431983385255
7296,7299,240.4,239.95,-45.000000000001705,-0.18718801996672924
7305,7306,240.35,239.9,-44.99999999999886,-0.18722696068233352
7308,7311,240.4,239.85,-55.00000000000114,-0.22878535773710956
7318,7332,240.7,240.6,-9.999999999999432,-0.04154549231408156
7341,7351,241.15,241.05,-9.999999999999432,-0.041467965996265524
7376,7377,241.0,240.85,-15.000000000000568,-0.0622406639004173
7389,7398,241.0,240.35,-65.00000000000057,-0.26970954356846705
7411,7434,240.45,241.25,80.00000000000114,0.33270950301518465
7451,7453,241.8,240.85,-95.0000000000017,-0.39288668320927084
7461,7464,241.5,240.8,-69.99999999999886,-0.2898550724637634
7476,7487,242.0,241.05,-94.99999999999886,-0.39256198347106974
7489,7513,241.65,252.65,1100.0,4.552038071591144
7564,7574,252.5,252.15,-34.99999999999943,-0.13861386138613638
7590,7621,251.25,251.65,40.00000000000057,0.15920398009950476
7630,7633,251.95,251.4,-54.999999999998295,-0.21829728120658187
7641,7643,252.0,251.4,-59.99999999999943,-0.2380952380952358
7651,7673,251.7,252.5,80.00000000000114,0.3178386968613474
7696,7711,253.15,253.6,44.99999999999886,0.17776022121271523
7726,7728,253.5,253.15,-34.99999999999943,-0.13806706114398198
7735,7762,253.5,256.3,280.00000000000114,1.1045364891518783
7765,7778,258.35,261.1,275.0,1.064447455002903
7821,7827,259.75,258.85,-89.99999999999773,-0.3464870067372386
7840,7845,258.9,256.0,-289.9999999999977,-1.1201235998454915
7854,7900,256.15,261.9,575.0,2.244778450126879
7930,7931,263.0,262.0,-100.0,-0.38022813688212925
7934,7935,262.75,262.4,-35.000000000002274,-0.1332064700285529
7957,7979,262.2,263.2,100.0,0.3813882532418002
7983,7984,264.0,263.05,-94.99999999999886,-0.35984848484848053
8008,8025,261.85,262.1,25.0,0.09547450830628221
8034,8041,262.75,262.05,-69.99999999999886,-0.26641294005708416
8042,8043,262.5,262.1,-39.999999999997726,-0.1523809523809437
8047,8049,262.35,262.0,-35.000000000002274,-0.13340956737184018
8056,8057,262.35,261.6,-75.0,-0.2858776443682104
8069,8084,261.9,261.0,-89.99999999999773,-0.34364261168384014
8103,8130,259.65,261.2,155.00000000000114,0.5969574427113467
8141,8153,262.0,262.75,75.0,0.2862595419847328
8197,8228,261.35,262.55,119.99999999999886,0.4591543906638564
8250,8266,264.9,269.05,415.0000000000034,1.5666289165723042
8267,8269,270.2,268.6,-159.9999999999966,-0.5921539600295951
8302,8325,265.95,266.0,5.000000000001137,0.018800526414743886
8328,8331,266.55,266.0,-55.00000000000114,-0.2063402738698223
8340,8365,266.5,267.8,130.00000000000114,0.48780487804878475
8387,8388,267.55,267.2,-35.000000000002274,-0.13081666978135778
8394,8401,268.45,266.9,-155.00000000000114,-0.5773887129819376
8415,8433,267.05,266.6,-44.99999999999886,-0.168507770080505
8435,8437,266.75,266.4,-35.000000000002274,-0.13120899718838716
8438,8440,266.75,266.5,-25.0,-0.09372071227741331
8444,8453,266.75,266.6,-14.999999999997726,-0.056232427366439464
8476,8495,266.0,270.7,469.99999999999886,1.7669172932330786
8533,8547,270.8,270.5,-30.000000000001137,-0.11078286558346062
8570,8593,269.4,270.6,120.00000000000455,0.44543429844099686
8595,8602,271.55,270.7,-85.00000000000227,-0.31301786043086827
8615,8620,270.6,269.45,-115.00000000000341,-0.4249815225425107
8625,8649,273.0,272.9,-10.000000000002274,-0.03663003663004496
8672,8676,274.4,273.5,-89.99999999999773,-0.3279883381924116
8686,8688,274.4,273.9,-50.0,-0.18221574344023325
8707,8714,273.9,273.45,-44.99999999999886,-0.16429353778750955
8726,8735,273.65,273.0,-64.99999999999773,-0.23752969121139314
8754,8774,272.5,272.45,-5.000000000001137,-0.01834862385321518
8779,8781,273.1,272.85,-25.0,-0.09154155986818015
8785,8788,273.15,272.9,-25.0,-0.09152480322167308
8817,8818,272.75,272.5,-25.0,-0.09165902841429881
8826,8839,272.9,272.25,-64.99999999999773,-0.23818248442652157
8856,8866,272.2,271.65,-55.00000000000114,-0.20205731080088588
8872,8888,274.15,273.5,-64.99999999999773,-0.23709648002917283
8910,8915,273.2,272.9,-30.000000000001137,-0.1098096632503702
8921,8926,273.4,272.6,-79.99999999999545,-0.29261155815653056
8931,8941,273.05,272.75,-30.000000000001137,-0.10986998718183899
8942,8945,273.25,272.3,-94.99999999999886,-0.3476669716376903
8958,8971,272.1,272.3,19.999999999998863,0.07350238882763271
8972,8985,272.5,272.7,19.999999999998863,0.07339449541283986
8991,8998,272.85,272.55,-30.000000000001137,-0.10995052226498493
9000,9016,273.5,278.2,469.99999999999886,1.7184643510054802
9030,9033,280.5,278.3,-219.99999999999886,-0.7843137254901921
9048,9058,280.4,281.3,90.00000000000341,0.3209700427960179
9077,9086,283.05,282.2,-85.00000000000227,-0.3003003003003083
9105,9112,281.5,280.9,-60.000000000002274,-0.2131438721136848
9125,9130,280.6,280.1,-50.0,-0.17818959372772628
9133,9136,280.65,280.0,-64.99999999999773,-0.2316052022091492
9143,9164,280.05,280.35,30.000000000001137,0.10712372790573517
9177,9178,280.8,280.55,-25.0,-0.08903133903133903
9185,9213,280.55,281.3,75.0,0.2673320263767599
9234,9243,280.8,280.2,-60.000000000002274,-0.21367521367522177
9244,9248,280.65,280.0,-64.99999999999773,-0.2316052022091492
9256,9266,280.45,280.0,-44.99999999999886,-0.16045640934212468
9274,9283,280.15,279.7,-44.99999999999886,-0.16062823487417052
9292,9306,279.9,279.5,-39.999999999997726,-0.14290818149338239
9328,9340,278.3,277.5,-80.00000000000114,-0.28745957599712946
9348,9369,277.75,279.95,219.99999999999886,0.7920792079207879
9375,9398,282.55,286.0,344.99999999999886,1.2210228278180812
9430,9446,285.1,285.65,54.99999999999545,0.1929147667484933
9463,9467,285.75,285.0,-75.0,-0.26246719160104987
9477,9490,285.45,285.05,-39.999999999997726,-0.14012961989839806
9500,9509,285.1,284.55,-55.00000000000114,-0.19291476674851327
9521,9535,284.95,284.3,-64.99999999999773,-0.22811019477100447
9550,9575,284.25,284.05,-19.999999999998863,-0.07036059806507955
9585,9603,284.05,283.9,-15.00000000000341,-0.052807604295030494
9624,9646,283.1,281.9,-120.00000000000455,-0.4238784881667416
9654,9663,282.65,281.85,-79.99999999999545,-0.2830355563417494
9678,9691,281.5,281.2,-30.000000000001137,-0.1065719360568424
9695,9696,281.55,281.15,-40.00000000000341,-0.1420706801633934
9700,9708,281.65,280.8,-84.99999999999659,-0.30179300550327215
9717,9734,281.0,281.25,25.0,0.0889679715302491
9735,9743,281.75,281.55,-19.999999999998863,-0.07098491570540857
9771,9811,275.3,276.9,159.9999999999966,0.5811841627315532
9831,9848,277.45,277.15,-30.000000000001137,-0.10812759055686119
9850,9852,278.3,277.45,-85.00000000000227,-0.3054257994969539
9882,9898,277.25,277.2,-5.000000000001137,-0.018034265103701125
9908,9910,277.3,276.8,-50.0,-0.18031013342949875
9920,9937,276.8,276.65,-15.00000000000341,-0.05419075144509903
9940,9941,277.05,276.5,-55.00000000000114,-0.1985201227215345
9966,9969,275.2,274.6,-59.99999999999659,-0.21802325581394114
9979,9995,274.55,274.35,-19.999999999998863,-0.07284647605171685
10000,10013,274.75,274.7,-5.000000000001137,-0.01819836214741087
10023,10037,274.9,274.8,-9.99999999999659,-0.036376864314283705
10040,10041,275.05,274.7,-35.000000000002274,-0.1272495909834658
10065,10066,272.2,271.7,-50.0,-0.18368846436443792
10068,10078,272.05,271.4,-65.00000000000341,-0.23892666789194417
10081,10125,271.75,271.55,-19.999999999998863,-0.07359705611775111
10143,10161,272.3,275.9,359.9999999999966,1.3220712449504097
10180,10181,276.85,276.55,-30.000000000001137,-0.10836192884233749
10187,10189,276.95,276.9,-5.000000000001137,-0.018053800324972512
10207,10208,276.85,276.35,-50.0,-0.18060321473722232
10210,10216,276.85,276.7,-15.00000000000341,-0.05418096442117901
10217,10218,276.85,276.65,-20.000000000004547,-0.07224128589490535
10241,10242,276.2,275.55,-64.99999999999773,-0.23533671252714602
10243,10271,275.9,276.85,95.00000000000455,0.34432765494746126
10288,10291,275.8,275.0,-80.00000000000114,-0.2900652646845582
10308,10324,274.15,274.35,20.000000000004547,0.07295276308591847
10331,10337,274.7,274.2,-50.0,-0.18201674554058975
10350,10374,274.25,275.3,105.00000000000114,0.38286235186873707
10409,10428,274.4,276.5,210.00000000000227,0.7653061224489879
10457,10467,276.2,276.35,15.00000000000341,0.05430847212166333
10477,10489,276.8,277.2,39.999999999997726,0.14450867052022298
10510,10520,275.35,274.15,-120.00000000000455,-0.43580897040132394
10527,10542,274.65,274.65,0.0,0.0
10543,10557,275.0,274.8,-19.999999999998863,-0.07272727272726859
10558,10560,275.0,274.8,-19.999999999998863,-0.07272727272726859
10570,10579,275.6,274.75,-85.00000000000227,-0.3084179970972506
10588,10589,275.0,274.75,-25.0,-0.09090909090909091
10596,10598,275.0,274.75,-25.0,-0.09090909090909091
10600,10601,274.95,274.7,-25.0,-0.09092562284051646
10603,10606,274.9,274.6,-29.999999999995453,-0.10913059294287179
10616,10620,274.3,274.0,-30.000000000001137,-0.10936930368210403
10631,10636,273.65,273.2,-44.99999999999886,-0.16444363237711992
10648,10675,273.45,273.45,0.0,0.0
10692,10703,273.5,280.9,739.9999999999977,2.70566727605118
10745,10753,280.5,279.25,-125.0,-0.4456327985739751
10761,10779,280.3,279.5,-80.00000000000114,-0.2854084909026084
10781,10789,280.35,280.0,-35.000000000002274,-0.12484394506867226
10797,10802,280.75,279.5,-125.0,-0.44523597506678536
10820,10839,278.9,278.6,-29.999999999995453,-0.10756543563999804
10846,10865,279.0,280.0,100.0,0.35842293906810035
10875,10877,282.9,278.5,-439.9999999999977,-1.5553199010250893
10896,10902,278.95,278.05,-89.99999999999773,-0.322638465674844
10903,10904,278.45,278.0,-44.99999999999886,-0.16160890644639564
10907,10919,278.3,278.25,-5.000000000001137,-0.01796622349982442
10921,10922,278.4,278.15,-25.0,-0.08979885057471265
10932,10934,278.25,277.85,-39.999999999997726,-0.14375561545372048
10937,10954,278.1,278.1,0.0,0.0
10956,10973,278.95,278.9,-5.000000000001137,-0.017924359204162528
10974,10988,280.0,281.0,100.0,0.35714285714285715
11003,11004,281.7,281.3,-39.999999999997726,-0.14199503017393583
11041,11057,280.45,279.9,-55.00000000000114,-0.19611338919593915
11071,11080,279.8,279.25,-55.00000000000114,-0.1965689778413193
11082,11093,279.35,278.9,-45.00000000000455,-0.1610882405584555
11101,11110,279.55,279.05,-50.0,-0.17885888034340902
11114,11136,279.8,280.35,55.00000000000114,0.1965689778413193
11159,11182,280.0,280.3,30.000000000001137,0.1071428571428612
11200,11209,280.3,279.75,-55.00000000000114,-0.19621833749554454
11220,11221,279.85,279.6,-25.0,-0.08933357155619082
11248,11264,278.25,282.5,425.0,1.527403414195867
11298,11322,281.45,280.8,-64.99999999999773,-0.230946882217082
11323,11331,281.5,281.0,-50.0,-0.17761989342806395
11351,11359,281.15,280.5,-64.99999999999773,-0.23119331317801076
11372,11387,280.45,280.05,-39.999999999997726,-0.14262791941521744
11403,11426,279.9,280.35,45.00000000000455,0.16077170418008058
11444,11455,280.3,280.35,5.000000000001137,0.017838030681416827
11459,11461,280.5,280.15,-35.000000000002274,-0.12477718360072111
11466,11472,280.6,280.25,-35.000000000002274,-0.12473271560941651
11478,11493,280.9,280.4,-50.0,-0.177999288002848
11503,11519,281.3,280.9,-40.00000000000341,-0.14219694276574266
11526,11527,281.55,281.15,-40.00000000000341,-0.1420706801633934
11528,11530,281.3,281.25,-5.000000000001137,-0.017774617845720358
11543,11548,281.3,281.05,-25.0,-0.08887308922858157
11557,11558,281.35,280.9,-45.00000000000455,-0.15994313133109841
11559,11565,281.2,280.8,-39.999999999997726,-0.14224751066855523
11566,11574,281.2,280.8,-39.999999999997726,-0.14224751066855523
11591,11610,280.95,281.0,5.000000000001137,0.01779676098950396
11614,11616,281.3,280.95,-35.000000000002274,-0.1244223249200223
11618,11621,281.5,281.0,-50.0,-0.17761989342806395
11625,11653,282.0,305.9,2389.9999999999977,8.47517730496453
11694,11703,306.2,305.9,-30.000000000001137,-0.09797517962116635
11706,11709,307.5,306.5,-100.0,-0.3252032520325203
11722,11725,308.15,307.75,-39.999999999997726,-0.12980691221806825
11751,11763,308.5,308.25,-25.0,-0.08103727714748785
11778,11785,308.6,307.8,-80.00000000000114,-0.25923525599481895
11787,11794,308.65,308.25,-39.999999999997726,-0.12959663048759995
11803,11804,308.65,308.4,-25.0,-0.08099789405475458
11805,11808,308.55,308.4,-15.00000000000341,-0.048614487117171964
11829,11839,307.85,307.15,-70.00000000000455,-0.22738346597370326
11841,11862,307.6,307.45,-15.00000000000341,-0.048764629388827724
11875,11900,307.65,309.25,160.00000000000227,0.5200715098326094
11922,11923,309.25,308.6,-64.99999999999773,-0.21018593371058278
11925,11927,308.9,308.3,-59.99999999999659,-0.1942376173518828
11935,11961,308.8,309.25,44.99999999999886,0.14572538860103257
12000,12016,329.85,333.6,375.0,1.1368804001819008
12052,12063,332.0,331.8,-19.999999999998863,-0.060240963855418266
12088,12095,330.35,329.1,-125.0,-0.3783865597093991
12100,12124,329.5,331.7,219.99999999999886,0.6676783004552317
12147,12156,333.25,333.4,14.999999999997726,0.04501125281319648
12187,12188,333.75,333.5,-25.0,-0.0749063670411985
12193,12208,334.2,334.35,15.00000000000341,0.044883303411141266
12223,12235,334.6,334.9,29.999999999995453,0.08965929468020159
12245,12256,336.65,335.45,-119.99999999999886,-0.3564532897668168
12270,12286,335.75,338.4,264.9999999999977,0.7892777364110133
12287,12288,338.9,338.5,-39.999999999997726,-0.11802891708467904
12291,12292,339.4,338.8,-59.99999999999659,-0.17678255745432114
12314,12315,338.65,338.25,-39.999999999997726,-0.11811604901815363
12328,12352,337.35,340.15,279.99999999999545,0.829998517859776
12375,12387,361.9,357.05,-484.9999999999966,-1.3401492124896286
12395,12397,365.65,361.4,-425.0,-1.1623136879529605
12420,12441,357.75,360.8,305.00000000000114,0.8525506638714218
12463,12469,361.45,359.3,-214.99999999999773,-0.5948263936920674
12476,12483,360.95,359.5,-144.99999999999886,-0.4017176894306659
12486,12496,360.7,361.6,90.00000000000341,0.24951483227059446
12508,12518,361.9,361.35,-54.99999999999545,-0.15197568389056496
12520,12523,362.0,361.65,-35.000000000002274,-0.09668508287293445
12543,12562,360.4,360.85,45.00000000000455,0.12486126526083394
12571,12580,362.4,360.4,-200.0,-0.5518763796909493
12607,12620,360.5,360.0,-50.0,-0.13869625520110956
12623,12626,360.45,360.1,-34.99999999999659,-0.09710084616450712
12627,12628,360.4,360.0,-39.999999999997726,-0.11098779134294597
12634,12654,360.6,367.25,664.9999999999977,1.8441486411536263
12679,12701,364.8,365.0,19.999999999998863,0.05482456140350566
12710,12719,366.55,365.95,-60.000000000002274,-0.1636884463238365
12735,12738,366.0,365.15,-85.00000000000227,-0.23224043715847617
12764,13125,350.1,330.5,-1960.0000000000023,-5.598400457012288
13139,13182,329.3,333.3,400.0,1.214697843911327
13186,13189,335.45,334.5,-94.99999999999886,-0.28320166939931096
13213,13215,332.1,330.3,-180.00000000000114,-0.5420054200542039
13218,13221,331.6,330.2,-140.0000000000034,-0.4221954161640633
13223,13230,330.9,329.75,-114.99999999999773,-0.34753702024780214
13233,13262,330.75,330.5,-25.0,-0.07558578987150416
13279,13304,331.0,331.9,89.99999999999773,0.271903323262833
13311,13315,332.6,331.95,-65.00000000000341,-0.1954299458809483
13339,13516,329.3,338.85,955.0000000000011,2.9000911023382967
13549,13559,335.15,334.8,-34.99999999999659,-0.10443085185736713
13567,13570,334.85,334.05,-80.00000000000114,-0.2389129460952699
13582,13616,333.5,336.0,250.0,0.7496251874062968
13617,13619,338.75,336.15,-260.0000000000023,-0.7675276752767595
13637,13650,334.9,333.8,-109.99999999999659,-0.32845625559867603
13654,13677,333.85,337.85,400.0,1.1981428785382655
13684,13688,340.2,339.1,-109.99999999999659,-0.3233392122280911
13712,13713,339.65,339.0,-64.99999999999773,-0.19137347269247088
13728,13739,338.35,337.7,-65.00000000000341,-0.19210876311512753
13759,13773,337.2,336.3,-89.99999999999773,-0.26690391459074064
13782,13790,336.7,336.3,-39.999999999997726,-0.11880011880011204
13800,13824,336.45,337.35,90.00000000000341,0.2674988854213209
13832,13837,338.5,337.15,-135.00000000000227,-0.3988183161004498
13867,13883,332.85,330.55,-230.00000000000114,-0.6910019528316093
13892,13904,330.7,328.55,-214.99999999999773,-0.6501360749924334
13918,13937,327.85,326.55,-130.00000000000114,-0.396522800061007
13939,13978,327.55,328.6,105.00000000000114,0.32056174629827855
13979,13989,329.4,328.8,-59.99999999999659,-0.182149362477221
14002,14020,330.1,330.8,69.99999999999886,0.21205695243865147
14030,14037,331.5,330.4,-110.00000000000227,-0.3318250377073975
14050,14059,330.4,330.05,-34.99999999999659,-0.10593220338982019
14060,14075,330.35,330.4,4.9999999999954525,0.015135462388362199
14079,14089,330.9,330.5,-39.999999999997726,-0.12088244182531802
14100,14112,331.2,331.3,10.000000000002274,0.030193236714982714
14127,14132,331.95,331.55,-39.999999999997726,-0.12050007531254023
14134,14139,331.95,331.2,-75.0,-0.22593764121102577
14155,14156,331.4,331.15,-25.0,-0.07543753771876886
14157,14169,331.7,331.35,-34.99999999999659,-0.1055170334639632
14178,14179,331.8,331.45,-35.000000000002274,-0.10548523206751739
14180,14187,331.7,331.35,-34.99999999999659,-0.1055170334639632
14195,14197,331.65,331.25,-39.999999999997726,-0.1206090758329496
14207,14208,331.25,330.5,-75.0,-0.22641509433962265
14218,14228,330.75,329.75,-100.0,-0.30234315948601664
14236,14248,330.0,329.95,-5.000000000001137,-0.015151515151518597
14249,14262,330.9,334.6,370.00000000000455,1.1181625868842688
14314,14345,331.2,331.7,50.0,0.15096618357487923
14363,14366,331.45,331.1,-34.99999999999659,-0.10559662090812065
14367,14375,331.2,331.0,-19.999999999998863,-0.06038647342994826
14379,14399,331.15,331.4,25.0,0.07549448890231014
14401,14412,331.65,331.8,15.00000000000341,0.04522840343736895
14423,14431,332.2,331.8,-39.999999999997726,-0.1204093919325639
14449,14466,331.65,331.75,10.000000000002274,0.030152268958245965
14493,14498,330.8,330.3,-50.0,-0.15114873035066506
14507,14515,330.55,329.7,-85.00000000000227,-0.2571471789441908
14530,14531,328.95,328.5,-44.99999999999886,-0.1367989056087517
14532,14537,328.9,327.5,-139.99999999999773,-0.42566129522650575
14541,14559,329.0,328.45,-55.00000000000114,-0.16717325227963872
14567,14574,328.75,327.8,-94.99999999999886,-0.28897338403041484
14585,14598,328.0,327.6,-39.999999999997726,-0.12195121951218818
14606,14634,327.75,328.55,80.00000000000114,0.24408848207475559
14659,14681,327.4,327.45,5.000000000001137,0.01527183872938649
14693,14712,327.8,328.45,64.99999999999773,0.19829164124465443
14743,14781,325.4,326.65,125.0,0.3841425937307929
14814,14815,326.0,325.55,-44.99999999999886,-0.13803680981594743
14819,14840,326.2,326.15,-5.000000000001137,-0.0153280196198686
14842,14847,326.4,326.1,-29.999999999995453,-0.09191176470586843
14855,14857,326.45,326.3,-14.999999999997726,-0.04594884362076192
14872,14874,326.3,325.6,-69.99999999999886,-0.21452650934722298
14879,14896,325.9,325.9,0.0,0.0
14899,14900,326.35,326.15,-20.000000000004547,-0.06128389765590485
14901,14902,326.35,326.1,-25.0,-0.07660487206986363
14921,14937,325.95,325.8,-14.999999999997726,-0.0460193281178025
14948,14956,325.8,325.6,-19.999999999998863,-0.06138735420503027
14962,14966,325.6,325.35,-25.0,-0.07678132678132678
14968,14982,325.6,325.0,-60.000000000002274,-0.18427518427519124
14992,14998,325.5,324.9,-60.000000000002274,-0.18433179723503001
